protocol,train_mode,test_mode,outer_fold,metrics_path,accuracy,precision,recall,specificity,f1,roc_auc,n_rows,threshold,tn,fp,fn,tp
seizure,balanced_50_50,balanced_50_50,outer_fold_048,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_048/balanced_50_50/metrics.json,0.9375,0.9877049180327869,0.8860294117647058,0.9889705882352942,0.9341085271317829,0.994566392733564,544,0.8214066624641418,269,3,31,241
seizure,balanced_50_50,unbalanced_20_80,outer_fold_048,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_048/unbalanced_20_80/metrics.json,0.9669117647058824,0.9450980392156862,0.8860294117647058,0.9871323529411765,0.9146110056925997,0.9938669171712804,1360,0.8214066624641418,1074,14,31,241
seizure,balanced_50_50,balanced_50_50,outer_fold_049,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_049/balanced_50_50/metrics.json,0.9547101449275363,0.990234375,0.9184782608695652,0.9909420289855072,0.9530075187969925,0.9933148235664776,1104,0.9755903482437134,547,5,45,507
seizure,balanced_50_50,unbalanced_20_80,outer_fold_049,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_049/unbalanced_20_80/metrics.json,0.9760869565217392,0.9602272727272727,0.9184782608695652,0.9904891304347826,0.9388888888888888,0.9928167992543583,2760,0.9755903482437134,2187,21,45,507
seizure,balanced_50_50,balanced_50_50,outer_fold_050,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_050/balanced_50_50/metrics.json,0.9169921875,0.9976689976689976,0.8359375,0.998046875,0.9096705632306058,0.9475517272949219,1024,0.9938827753067017,511,1,84,428
seizure,balanced_50_50,unbalanced_20_80,outer_fold_050,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_050/unbalanced_20_80/metrics.json,0.96484375,0.9861751152073732,0.8359375,0.9970703125,0.904862579281184,0.9465713500976562,2560,0.9938827753067017,2042,6,84,428
seizure,balanced_50_50,balanced_50_50,outer_fold_051,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_051/balanced_50_50/metrics.json,0.8980263157894737,1.0,0.7960526315789473,1.0,0.8864468864468864,0.9903864650661741,912,0.8692231774330139,456,0,93,363
seizure,balanced_50_50,unbalanced_20_80,outer_fold_051,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_051/unbalanced_20_80/metrics.json,0.9570175438596491,0.9864130434782609,0.7960526315789473,0.9972587719298246,0.8810679611650486,0.9885806209602955,2280,0.8692231774330139,1819,5,93,363
seizure,balanced_50_50,balanced_50_50,outer_fold_052,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_052/balanced_50_50/metrics.json,0.97,0.9947368421052631,0.945,0.995,0.9692307692307691,0.9937250000000001,1200,0.9305391907691956,597,3,33,567
seizure,balanced_50_50,unbalanced_20_80,outer_fold_052,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_052/unbalanced_20_80/metrics.json,0.9826666666666667,0.9675767918088737,0.945,0.9920833333333333,0.9561551433389543,0.9935979166666665,3000,0.9305391907691956,2381,19,33,567
seizure,balanced_50_50,balanced_50_50,outer_fold_053,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_053/balanced_50_50/metrics.json,0.9303977272727273,0.9887096774193549,0.8707386363636364,0.9900568181818182,0.9259818731117826,0.9656013930139462,1408,0.91553795337677,697,7,91,613
seizure,balanced_50_50,unbalanced_20_80,outer_fold_053,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_053/unbalanced_20_80/metrics.json,0.9636363636363636,0.943076923076923,0.8707386363636364,0.9868607954545454,0.9054652880354505,0.9660157763268338,3520,0.91553795337677,2779,37,91,613
seizure,balanced_50_50,balanced_50_50,outer_fold_054,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_054/balanced_50_50/metrics.json,0.9127358490566038,0.9888268156424581,0.8349056603773585,0.9905660377358491,0.9053708439897697,0.9755695977216091,848,0.9244858622550964,420,4,70,354
seizure,balanced_50_50,unbalanced_20_80,outer_fold_054,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_054/unbalanced_20_80/metrics.json,0.9636792452830188,0.9806094182825484,0.8349056603773585,0.995872641509434,0.9019108280254776,0.9790572712709149,2120,0.9244858622550964,1689,7,70,354
seizure,balanced_50_50,balanced_50_50,outer_fold_055,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_055/balanced_50_50/metrics.json,0.9196428571428571,0.8691099476439791,0.9880952380952381,0.8511904761904762,0.9247910863509748,0.9971301020408163,336,0.7568695545196533,143,25,2,166
seizure,balanced_50_50,unbalanced_20_80,outer_fold_055,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_055/unbalanced_20_80/metrics.json,0.9083333333333333,0.6887966804979253,0.9880952380952381,0.8883928571428571,0.8117359413202934,0.997014951814059,840,0.7568695545196533,597,75,2,166
seizure,balanced_50_50,balanced_50_50,outer_fold_056,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_056/balanced_50_50/metrics.json,0.9254032258064516,0.9861751152073732,0.8629032258064516,0.9879032258064516,0.9204301075268817,0.9928622528616025,496,0.9762762784957886,245,3,34,214
seizure,balanced_50_50,unbalanced_20_80,outer_fold_056,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_056/unbalanced_20_80/metrics.json,0.9637096774193549,0.9511111111111111,0.8629032258064516,0.9889112903225806,0.904862579281184,0.9929354188345474,1240,0.9762762784957886,981,11,34,214
seizure,balanced_50_50,balanced_50_50,outer_fold_057,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_057/balanced_50_50/metrics.json,0.929016620498615,0.9415538132573058,0.9148199445983379,0.943213296398892,0.9279943800491746,0.971671871762801,2888,0.8321549892425537,1362,82,123,1321
seizure,balanced_50_50,unbalanced_20_80,outer_fold_057,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_057/unbalanced_20_80/metrics.json,0.9401662049861496,0.8033573141486811,0.9279778393351801,0.943213296398892,0.8611825192802056,0.974161877210887,1805,0.8321549892425537,1362,82,26,335
seizure,balanced_50_50,balanced_50_50,outer_fold_058,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_058/balanced_50_50/metrics.json,0.759375,0.8507042253521127,0.6291666666666667,0.8895833333333333,0.7233532934131736,0.8636675347222222,960,0.8300330638885498,427,53,178,302
seizure,balanced_50_50,unbalanced_20_80,outer_fold_058,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_058/unbalanced_20_80/metrics.json,0.8507865168539326,0.6263982102908278,0.6292134831460674,0.9061797752808989,0.6278026905829597,0.8762921348314607,2225,0.8300330638885498,1613,167,165,280
seizure,balanced_50_50,balanced_50_50,outer_fold_059,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_059/balanced_50_50/metrics.json,0.717741935483871,0.9576271186440678,0.45564516129032256,0.9798387096774194,0.6174863387978142,0.9396949791883454,496,0.9575942754745483,243,5,135,113
seizure,balanced_50_50,unbalanced_20_80,outer_fold_059,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_059/unbalanced_20_80/metrics.json,0.8798387096774194,0.889763779527559,0.45564516129032256,0.9858870967741935,0.6026666666666667,0.9403168899583767,1240,0.9575942754745483,978,14,135,113
seizure,balanced_50_50,balanced_50_50,outer_fold_060,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_060/balanced_50_50/metrics.json,0.9375,0.9772727272727273,0.8958333333333334,0.9791666666666666,0.9347826086956522,0.9890407986111112,192,0.9600122570991516,94,2,10,86
seizure,balanced_50_50,unbalanced_20_80,outer_fold_060,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_060/unbalanced_20_80/metrics.json,0.9583333333333334,0.8958333333333334,0.8958333333333334,0.9739583333333334,0.8958333333333334,0.9901529947916666,480,0.9600122570991516,374,10,10,86
seizure,balanced_50_50,balanced_50_50,outer_fold_061,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_061/balanced_50_50/metrics.json,0.6534090909090909,0.8375,0.3806818181818182,0.9261363636363636,0.5234375,0.7958419421487604,352,0.8303753733634949,163,13,109,67
seizure,balanced_50_50,unbalanced_20_80,outer_fold_061,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_061/unbalanced_20_80/metrics.json,0.8045454545454546,0.5153846153846153,0.3806818181818182,0.9105113636363636,0.4379084967320262,0.7817019628099173,880,0.8303753733634949,641,63,109,67
seizure,balanced_50_50,balanced_50_50,outer_fold_062,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_062/balanced_50_50/metrics.json,0.8486842105263158,0.9907407407407407,0.7039473684210527,0.993421052631579,0.823076923076923,0.9826869806094183,304,0.9113120436668396,151,1,45,107
seizure,balanced_50_50,unbalanced_20_80,outer_fold_062,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_062/unbalanced_20_80/metrics.json,0.9276315789473685,0.9145299145299145,0.7039473684210527,0.9835526315789473,0.7955390334572492,0.9824272853185596,760,0.9113120436668396,598,10,45,107
seizure,balanced_50_50,balanced_50_50,outer_fold_063,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_063/balanced_50_50/metrics.json,0.6275,1.0,0.255,1.0,0.4063745019920319,0.8345,400,0.9897574186325073,200,0,149,51
seizure,balanced_50_50,unbalanced_20_80,outer_fold_063,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_063/unbalanced_20_80/metrics.json,0.846,0.9107142857142857,0.255,0.99375,0.3984375,0.84041875,1000,0.9897574186325073,795,5,149,51
seizure,balanced_50_50,balanced_50_50,outer_fold_064,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_064/balanced_50_50/metrics.json,0.7479838709677419,0.984251968503937,0.5040322580645161,0.9919354838709677,0.6666666666666667,0.848367585848075,496,0.9822177290916443,246,2,123,125
seizure,balanced_50_50,unbalanced_20_80,outer_fold_064,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_064/unbalanced_20_80/metrics.json,0.8951612903225806,0.946969696969697,0.5040322580645161,0.9929435483870968,0.6578947368421053,0.851066597294485,1240,0.9822177290916443,985,7,123,125
seizure,balanced_50_50,balanced_50_50,outer_fold_065,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_065/balanced_50_50/metrics.json,0.875,0.9603960396039604,0.782258064516129,0.967741935483871,0.8622222222222222,0.9777738033298646,496,0.9202979803085327,240,8,54,194
seizure,balanced_50_50,unbalanced_20_80,outer_fold_065,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_065/unbalanced_20_80/metrics.json,0.9419354838709677,0.9150943396226415,0.782258064516129,0.9818548387096774,0.8434782608695652,0.9795988878772113,1240,0.9202979803085327,974,18,54,194
seizure,balanced_50_50,balanced_50_50,outer_fold_066,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_066/balanced_50_50/metrics.json,0.6995967741935484,0.9380530973451328,0.4274193548387097,0.9717741935483871,0.5872576177285319,0.915810353798127,496,0.8971232771873474,241,7,142,106
seizure,balanced_50_50,unbalanced_20_80,outer_fold_066,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_066/unbalanced_20_80/metrics.json,0.8653225806451613,0.8091603053435115,0.4274193548387097,0.9747983870967742,0.5593667546174143,0.9176760861082206,1240,0.8971232771873474,967,25,142,106
seizure,balanced_50_50,balanced_50_50,outer_fold_067,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_067/balanced_50_50/metrics.json,0.5965909090909091,0.7575757575757576,0.2840909090909091,0.9090909090909091,0.4132231404958678,0.8026133135330579,704,0.8372675776481628,320,32,252,100
seizure,balanced_50_50,unbalanced_20_80,outer_fold_067,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_067/unbalanced_20_80/metrics.json,0.7897727272727273,0.45871559633027525,0.2840909090909091,0.9161931818181818,0.3508771929824562,0.8112006069214875,1760,0.8372675776481628,1290,118,252,100
seizure,balanced_50_50,balanced_50_50,outer_fold_068,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_068/balanced_50_50/metrics.json,0.5347222222222222,0.7380952380952381,0.1076388888888889,0.9618055555555556,0.18787878787878792,0.7740041473765431,576,0.8859987854957581,277,11,257,31
seizure,balanced_50_50,unbalanced_20_80,outer_fold_068,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_068/unbalanced_20_80/metrics.json,0.7930555555555555,0.4305555555555556,0.1076388888888889,0.9644097222222222,0.17222222222222225,0.7886043595679013,1440,0.8859987854957581,1111,41,257,31
seizure,balanced_50_50,balanced_50_50,outer_fold_069,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_069/balanced_50_50/metrics.json,0.6819620253164557,0.9713114754098361,0.375,0.9889240506329114,0.541095890410959,0.8463136917160711,1264,0.9947104454040527,625,7,395,237
seizure,balanced_50_50,unbalanced_20_80,outer_fold_069,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_069/unbalanced_20_80/metrics.json,0.8629213483146068,0.9069767441860465,0.350561797752809,0.9910112359550561,0.5056726094003242,0.8468690821865927,2225,0.9947104454040527,1764,16,289,156
seizure,balanced_50_50,balanced_50_50,outer_fold_070,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_070/balanced_50_50/metrics.json,0.6315104166666666,0.9508928571428571,0.27734375,0.9856770833333334,0.42943548387096764,0.7300415039062501,1536,0.9121123552322388,757,11,555,213
seizure,balanced_50_50,unbalanced_20_80,outer_fold_070,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_070/unbalanced_20_80/metrics.json,0.8426966292134831,0.7878787878787878,0.29213483146067415,0.9803370786516854,0.4262295081967213,0.7390544123216765,2225,0.9121123552322388,1745,35,315,130
seizure,balanced_50_50,balanced_50_50,outer_fold_071,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_071/balanced_50_50/metrics.json,0.8301282051282052,0.9904761904761905,0.6666666666666666,0.9935897435897436,0.7969348659003832,0.9718523997370151,624,0.9442823529243469,310,2,104,208
seizure,balanced_50_50,unbalanced_20_80,outer_fold_071,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_071/unbalanced_20_80/metrics.json,0.9282051282051282,0.9629629629629629,0.6666666666666666,0.9935897435897436,0.7878787878787878,0.9734318499342538,1560,0.9442823529243469,1240,8,104,208
seizure,balanced_50_50,balanced_50_50,outer_fold_072,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_072/balanced_50_50/metrics.json,0.953125,1.0,0.90625,1.0,0.9508196721311475,0.9920703125,320,0.9320409297943115,160,0,15,145
seizure,balanced_50_50,unbalanced_20_80,outer_fold_072,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_072/unbalanced_20_80/metrics.json,0.97375,0.9602649006622517,0.90625,0.990625,0.932475884244373,0.99099609375,800,0.9320409297943115,634,6,15,145
seizure,balanced_50_50,balanced_50_50,outer_fold_073,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_073/balanced_50_50/metrics.json,0.8551136363636364,1.0,0.7102272727272727,1.0,0.8305647840531561,0.982760847107438,352,0.963694155216217,176,0,51,125
seizure,balanced_50_50,unbalanced_20_80,outer_fold_073,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_073/unbalanced_20_80/metrics.json,0.9340909090909091,0.946969696969697,0.7102272727272727,0.9900568181818182,0.8116883116883117,0.979919938016529,880,0.963694155216217,697,7,51,125
seizure,balanced_50_50,balanced_50_50,outer_fold_074,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_074/balanced_50_50/metrics.json,0.7403846153846154,0.9545454545454546,0.5048076923076923,0.9759615384615384,0.660377358490566,0.8679040310650888,416,0.8889525532722473,203,5,103,105
seizure,balanced_50_50,unbalanced_20_80,outer_fold_074,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_074/unbalanced_20_80/metrics.json,0.8875,0.8823529411764706,0.5048076923076923,0.9831730769230769,0.6422018348623852,0.8687996948964497,1040,0.8889525532722473,818,14,103,105
seizure,balanced_50_50,balanced_50_50,outer_fold_075,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_075/balanced_50_50/metrics.json,0.6822916666666666,0.926829268292683,0.3958333333333333,0.96875,0.5547445255474452,0.906521267361111,384,0.9008162617683411,186,6,116,76
seizure,balanced_50_50,unbalanced_20_80,outer_fold_075,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_075/unbalanced_20_80/metrics.json,0.853125,0.7524752475247525,0.3958333333333333,0.9674479166666666,0.5187713310580204,0.9122382269965278,960,0.9008162617683411,743,25,116,76
seizure,balanced_50_50,balanced_50_50,outer_fold_076,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_076/balanced_50_50/metrics.json,0.9460227272727273,0.9700598802395209,0.9204545454545454,0.9715909090909091,0.9446064139941691,0.9903473657024793,352,0.866297721862793,171,5,14,162
seizure,balanced_50_50,unbalanced_20_80,outer_fold_076,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_076/unbalanced_20_80/metrics.json,0.9659090909090909,0.9101123595505618,0.9204545454545454,0.9772727272727273,0.9152542372881356,0.990613700929752,880,0.866297721862793,688,16,14,162
seizure,balanced_50_50,balanced_50_50,outer_fold_077,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_077/balanced_50_50/metrics.json,0.8125,0.9338842975206612,0.6726190476190477,0.9523809523809523,0.782006920415225,0.8812358276643991,672,0.8948479294776917,320,16,110,226
seizure,balanced_50_50,unbalanced_20_80,outer_fold_077,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_077/unbalanced_20_80/metrics.json,0.9005952380952381,0.7985865724381626,0.6726190476190477,0.9575892857142857,0.7302100161550888,0.8862625779478458,1680,0.8948479294776917,1287,57,110,226
seizure,balanced_50_50,balanced_50_50,outer_fold_078,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_078/balanced_50_50/metrics.json,0.6550925925925926,0.9240506329113924,0.33796296296296297,0.9722222222222222,0.4949152542372881,0.8775184327846365,864,0.9322820901870728,420,12,286,146
seizure,balanced_50_50,unbalanced_20_80,outer_fold_078,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_078/unbalanced_20_80/metrics.json,0.836574074074074,0.6854460093896714,0.33796296296296297,0.9612268518518519,0.4527131782945737,0.8627132630315502,2160,0.9322820901870728,1661,67,286,146
seizure,balanced_50_50,balanced_50_50,outer_fold_079,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_079/balanced_50_50/metrics.json,0.8180555555555555,0.9420849420849421,0.6777777777777778,0.9583333333333334,0.7883683360258481,0.930138888888889,720,0.8302174806594849,345,15,116,244
seizure,balanced_50_50,unbalanced_20_80,outer_fold_079,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_079/unbalanced_20_80/metrics.json,0.8916666666666667,0.7554179566563467,0.6777777777777778,0.9451388888888889,0.7144948755490482,0.9250154320987654,1800,0.8302174806594849,1361,79,116,244
seizure,balanced_50_50,balanced_50_50,outer_fold_080,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_080/balanced_50_50/metrics.json,0.80125,0.9413919413919414,0.6425,0.96,0.763744427934621,0.87940625,800,0.936130166053772,384,16,143,257
seizure,balanced_50_50,unbalanced_20_80,outer_fold_080,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_080/unbalanced_20_80/metrics.json,0.9095,0.8711864406779661,0.6425,0.97625,0.739568345323741,0.8856812500000001,2000,0.936130166053772,1562,38,143,257
seizure,balanced_50_50,balanced_50_50,outer_fold_081,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_081/balanced_50_50/metrics.json,0.8310185185185185,0.993103448275862,0.6666666666666666,0.9953703703703703,0.7977839335180055,0.9793810013717421,432,0.9869750738143921,215,1,72,144
seizure,balanced_50_50,unbalanced_20_80,outer_fold_081,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_081/unbalanced_20_80/metrics.json,0.9296296296296296,0.972972972972973,0.6666666666666666,0.9953703703703703,0.7912087912087912,0.9736636231138546,1080,0.9869750738143921,860,4,72,144
seizure,balanced_50_50,balanced_50_50,outer_fold_082,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_082/balanced_50_50/metrics.json,0.8660714285714286,0.9505494505494505,0.7723214285714286,0.9598214285714286,0.8522167487684729,0.9475645727040816,448,0.8448599576950073,215,9,51,173
seizure,balanced_50_50,unbalanced_20_80,outer_fold_082,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_082/unbalanced_20_80/metrics.json,0.9107142857142857,0.7792792792792793,0.7723214285714286,0.9453125,0.7757847533632288,0.939632493622449,1120,0.8448599576950073,847,49,51,173
seizure,balanced_50_50,balanced_50_50,outer_fold_083,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_083/balanced_50_50/metrics.json,0.9088541666666666,0.953757225433526,0.859375,0.9583333333333334,0.904109589041096,0.9591471354166667,384,0.8929236531257629,184,8,27,165
seizure,balanced_50_50,unbalanced_20_80,outer_fold_083,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_083/unbalanced_20_80/metrics.json,0.940625,0.8461538461538461,0.859375,0.9609375,0.8527131782945736,0.9570109049479166,960,0.8929236531257629,738,30,27,165
seizure,balanced_50_50,balanced_50_50,outer_fold_084,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_084/balanced_50_50/metrics.json,0.90625,0.9863945578231292,0.8238636363636364,0.9886363636363636,0.8978328173374613,0.9730759297520661,352,0.9550076723098755,174,2,31,145
seizure,balanced_50_50,unbalanced_20_80,outer_fold_084,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_084/unbalanced_20_80/metrics.json,0.9602272727272727,0.9731543624161074,0.8238636363636364,0.9943181818181818,0.8923076923076924,0.9714537060950412,880,0.9550076723098755,700,4,31,145
seizure,balanced_50_50,balanced_50_50,outer_fold_085,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_085/balanced_50_50/metrics.json,0.6700581395348837,0.920863309352518,0.37209302325581395,0.9680232558139535,0.5300207039337475,0.8482541238507302,688,0.9688324928283691,333,11,216,128
seizure,balanced_50_50,unbalanced_20_80,outer_fold_085,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_085/unbalanced_20_80/metrics.json,0.8476744186046512,0.735632183908046,0.37209302325581395,0.9665697674418605,0.4942084942084942,0.8508040663872363,1720,0.9688324928283691,1330,46,216,128
seizure,balanced_50_50,balanced_50_50,outer_fold_086,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_086/balanced_50_50/metrics.json,0.5153985507246377,0.7931034482758621,0.041666666666666664,0.9891304347826086,0.07917383820998279,0.6046687933207309,1104,0.9573636651039124,546,6,529,23
seizure,balanced_50_50,unbalanced_20_80,outer_fold_086,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_086/unbalanced_20_80/metrics.json,0.7938405797101449,0.36507936507936506,0.041666666666666664,0.9818840579710145,0.07479674796747968,0.6116846185150179,2760,0.9573636651039124,2168,40,529,23
seizure,balanced_50_50,balanced_50_50,outer_fold_087,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_087/balanced_50_50/metrics.json,0.4901315789473684,0.2,0.006578947368421052,0.9736842105263158,0.012738853503184712,0.25489092797783935,304,0.9587283134460449,148,4,151,1
