protocol,train_mode,test_mode,outer_fold,metrics_path,accuracy,precision,recall,specificity,f1,roc_auc,n_rows,threshold,tn,fp,fn,tp
seizure,balanced_50_50,balanced_50_50,outer_fold_179,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_179/balanced_50_50/metrics.json,0.9384615384615385,0.9470588235294117,0.9288461538461539,0.948076923076923,0.9378640776699029,0.9787389053254437,1040,0.8568189740180969,493,27,37,483
seizure,balanced_50_50,unbalanced_20_80,outer_fold_179,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_179/unbalanced_20_80/metrics.json,0.9326923076923077,0.7777777777777778,0.9288461538461539,0.9336538461538462,0.8466257668711655,0.9740551035502959,2600,0.8568189740180969,1942,138,37,483
seizure,balanced_50_50,balanced_50_50,outer_fold_180,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_180/balanced_50_50/metrics.json,0.9384328358208955,0.9065743944636678,0.9776119402985075,0.8992537313432836,0.940754039497307,0.9889660837603029,1072,0.8126369118690491,482,54,12,524
seizure,balanced_50_50,unbalanced_20_80,outer_fold_180,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/balanced_50_50/outer_fold_180/unbalanced_20_80/metrics.json,0.9302238805970149,0.7496423462088698,0.9776119402985075,0.9183768656716418,0.8485829959514171,0.9913155769659167,2680,0.8126369118690491,1969,175,12,524
seizure,unbalanced_20_80,balanced_50_50,outer_fold_000,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_000/balanced_50_50/metrics.json,0.8012820512820513,0.9845360824742269,0.6121794871794872,0.9903846153846154,0.7549407114624507,0.9702292899408285,624,0.7847822308540344,309,3,121,191
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_000,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_000/unbalanced_20_80/metrics.json,0.9166666666666666,0.955,0.6121794871794872,0.9927884615384616,0.74609375,0.9737092167981591,1560,0.7847822308540344,1239,9,121,191
seizure,unbalanced_20_80,balanced_50_50,outer_fold_001,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_001/balanced_50_50/metrics.json,0.8846153846153846,0.9938271604938271,0.7740384615384616,0.9951923076923077,0.8702702702702702,0.9942215236686391,416,0.6357342004776001,207,1,47,161
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_001,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_001/unbalanced_20_80/metrics.json,0.9509615384615384,0.9757575757575757,0.7740384615384616,0.9951923076923077,0.8632707774798928,0.9938805935650887,1040,0.6357342004776001,828,4,47,161
seizure,unbalanced_20_80,balanced_50_50,outer_fold_002,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_002/balanced_50_50/metrics.json,0.7708333333333334,1.0,0.5416666666666666,1.0,0.7027027027027027,0.9924700032873109,624,0.8903130888938904,312,0,143,169
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_002,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_002/unbalanced_20_80/metrics.json,0.9083333333333333,1.0,0.5416666666666666,1.0,0.7027027027027027,0.992693437705457,1560,0.8903130888938904,1248,0,143,169
seizure,unbalanced_20_80,balanced_50_50,outer_fold_003,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_003/balanced_50_50/metrics.json,0.8125,0.996031746031746,0.6275,0.9975,0.7699386503067484,0.98265625,800,0.8609594702720642,399,1,149,251
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_003,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_003/unbalanced_20_80/metrics.json,0.9225,0.9766536964980544,0.6275,0.99625,0.7640791476407913,0.9830359375000001,2000,0.8609594702720642,1594,6,149,251
seizure,unbalanced_20_80,balanced_50_50,outer_fold_004,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_004/balanced_50_50/metrics.json,0.973314606741573,0.9869942196531792,0.9592696629213483,0.9873595505617978,0.9729344729344729,0.9947252556495392,1424,0.3402157127857208,703,9,29,683
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_004,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_004/unbalanced_20_80/metrics.json,0.977808988764045,0.931787175989086,0.9592696629213483,0.9824438202247191,0.9453287197231833,0.9936062957644237,3560,0.3402157127857208,2798,50,29,683
seizure,unbalanced_20_80,balanced_50_50,outer_fold_005,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_005/balanced_50_50/metrics.json,0.9721467391304348,0.9943100995732574,0.9497282608695652,0.9945652173913043,0.9715079916608756,0.9967472530718338,1472,0.8410578966140747,732,4,37,699
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_005,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_005/unbalanced_20_80/metrics.json,0.9861413043478261,0.9803646563814866,0.9497282608695652,0.9952445652173914,0.9648033126293996,0.9967140241020794,3680,0.8410578966140747,2930,14,37,699
seizure,unbalanced_20_80,balanced_50_50,outer_fold_006,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_006/balanced_50_50/metrics.json,0.951875,1.0,0.90375,1.0,0.9494418910045962,0.9971859375,1600,0.819236695766449,800,0,77,723
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_006,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_006/unbalanced_20_80/metrics.json,0.97875,0.9890560875512996,0.90375,0.9975,0.9444807315480078,0.9966917968750001,4000,0.819236695766449,3192,8,77,723
seizure,unbalanced_20_80,balanced_50_50,outer_fold_007,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_007/balanced_50_50/metrics.json,0.89921875,0.9653916211293261,0.828125,0.9703125,0.8915054667788057,0.98287109375,1280,0.7690049409866333,621,19,110,530
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_007,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_007/unbalanced_20_80/metrics.json,0.9465625,0.8967851099830795,0.828125,0.976171875,0.8610885458976442,0.9855950927734376,3200,0.7690049409866333,2499,61,110,530
seizure,unbalanced_20_80,balanced_50_50,outer_fold_008,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_008/balanced_50_50/metrics.json,0.9035493827160493,0.9711711711711711,0.8317901234567902,0.9753086419753086,0.8960931005818786,0.9790737882944672,1296,0.6132442355155945,632,16,109,539
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_008,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_008/unbalanced_20_80/metrics.json,0.946604938271605,0.8938640132669984,0.8317901234567902,0.9753086419753086,0.8617106314948042,0.9802502476756592,3240,0.6132442355155945,2528,64,109,539
seizure,unbalanced_20_80,balanced_50_50,outer_fold_009,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_009/balanced_50_50/metrics.json,0.9296875,0.9661016949152542,0.890625,0.96875,0.9268292682926829,0.994140625,128,0.9231640696525574,62,2,7,57
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_009,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_009/unbalanced_20_80/metrics.json,0.96875,0.95,0.890625,0.98828125,0.9193548387096774,0.99761962890625,320,0.9231640696525574,253,3,7,57
seizure,unbalanced_20_80,balanced_50_50,outer_fold_010,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_010/balanced_50_50/metrics.json,0.9093137254901961,0.9826589595375722,0.8333333333333334,0.9852941176470589,0.9018567639257294,0.9860510380622838,816,0.7602925896644592,402,6,68,340
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_010,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_010/unbalanced_20_80/metrics.json,0.9509803921568627,0.9139784946236559,0.8333333333333334,0.9803921568627451,0.8717948717948718,0.9796262254901961,2040,0.7602925896644592,1600,32,68,340
seizure,unbalanced_20_80,balanced_50_50,outer_fold_011,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_011/balanced_50_50/metrics.json,0.8603515625,0.9817232375979112,0.734375,0.986328125,0.8402234636871508,0.9889869689941406,1024,0.8225182890892029,505,7,136,376
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_011,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_011/unbalanced_20_80/metrics.json,0.93671875,0.9353233830845771,0.734375,0.9873046875,0.8227571115973742,0.9893178939819336,2560,0.8225182890892029,2022,26,136,376
seizure,unbalanced_20_80,balanced_50_50,outer_fold_012,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_012/balanced_50_50/metrics.json,0.7867647058823529,0.9615384615384616,0.5974264705882353,0.9761029411764706,0.7369614512471656,0.9613260975346021,1088,0.7844546437263489,531,13,219,325
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_012,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_012/unbalanced_20_80/metrics.json,0.8897058823529411,0.8004926108374384,0.5974264705882353,0.9627757352941176,0.6842105263157895,0.9498987956855536,2720,0.7844546437263489,2095,81,219,325
seizure,unbalanced_20_80,balanced_50_50,outer_fold_013,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_013/balanced_50_50/metrics.json,0.9546568627450981,0.9720101781170484,0.9362745098039216,0.9730392156862745,0.9538077403245943,0.9810890042291426,816,0.7923042178153992,397,11,26,382
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_013,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_013/unbalanced_20_80/metrics.json,0.957843137254902,0.8642533936651584,0.9362745098039216,0.9632352941176471,0.8988235294117648,0.979369413206459,2040,0.7923042178153992,1572,60,26,382
seizure,unbalanced_20_80,balanced_50_50,outer_fold_014,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_014/balanced_50_50/metrics.json,0.7649456521739131,0.9802955665024631,0.5407608695652174,0.9891304347826086,0.6970227670753065,0.9812662452741021,736,0.9782485961914062,364,4,169,199
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_014,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_014/unbalanced_20_80/metrics.json,0.9,0.9299065420560748,0.5407608695652174,0.9898097826086957,0.683848797250859,0.9810354885396975,1840,0.9782485961914062,1457,15,169,199
seizure,unbalanced_20_80,balanced_50_50,outer_fold_015,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_015/balanced_50_50/metrics.json,0.8452380952380952,0.9860335195530726,0.7003968253968254,0.9900793650793651,0.8190255220417633,0.9918076026706979,1008,0.9442804455757141,499,5,151,353
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_015,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_015/unbalanced_20_80/metrics.json,0.9333333333333333,0.9540540540540541,0.7003968253968254,0.9915674603174603,0.8077803203661327,0.9932553461199295,2520,0.9442804455757141,1999,17,151,353
seizure,unbalanced_20_80,balanced_50_50,outer_fold_016,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_016/balanced_50_50/metrics.json,0.8076923076923077,0.9923076923076923,0.6201923076923077,0.9951923076923077,0.7633136094674556,0.9700212647928993,832,0.8995378613471985,414,2,158,258
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_016,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_016/unbalanced_20_80/metrics.json,0.9192307692307692,0.9626865671641791,0.6201923076923077,0.9939903846153846,0.7543859649122807,0.9677127634985208,2080,0.8995378613471985,1654,10,158,258
seizure,unbalanced_20_80,balanced_50_50,outer_fold_017,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_017/balanced_50_50/metrics.json,0.8515625,0.9927007299270073,0.7083333333333334,0.9947916666666666,0.8267477203647416,0.9888441297743056,768,0.8161487579345703,382,2,112,272
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_017,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_017/unbalanced_20_80/metrics.json,0.9364583333333333,0.9645390070921985,0.7083333333333334,0.9934895833333334,0.8168168168168168,0.9882337782118056,1920,0.8161487579345703,1526,10,112,272
seizure,unbalanced_20_80,balanced_50_50,outer_fold_018,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_018/balanced_50_50/metrics.json,0.9482954545454545,0.9962264150943396,0.9,0.9965909090909091,0.9456716417910448,0.9976717458677686,1760,0.6791455745697021,877,3,88,792
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_018,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_018/unbalanced_20_80/metrics.json,0.9775,0.9863013698630136,0.9,0.996875,0.9411764705882354,0.9982173295454545,4400,0.6791455745697021,3509,11,88,792
seizure,unbalanced_20_80,balanced_50_50,outer_fold_019,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_019/balanced_50_50/metrics.json,0.8589108910891089,0.9898648648648649,0.7252475247524752,0.9925742574257426,0.8371428571428571,0.9768251887069895,1616,0.5776594877243042,802,6,222,586
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_019,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_019/unbalanced_20_80/metrics.json,0.9415841584158415,0.9766666666666667,0.7252475247524752,0.9956683168316832,0.8323863636363636,0.9781953056072934,4040,0.5776594877243042,3218,14,222,586
seizure,unbalanced_20_80,balanced_50_50,outer_fold_020,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_020/balanced_50_50/metrics.json,0.8342391304347826,0.9935794542536116,0.6728260869565217,0.9956521739130435,0.8023331173039533,0.9672885160680529,1840,0.8678001165390015,916,4,301,619
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_020,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_020/unbalanced_20_80/metrics.json,0.9326086956521739,0.9856687898089171,0.6728260869565217,0.997554347826087,0.7997416020671835,0.9682100661625709,4600,0.8678001165390015,3671,9,301,619
seizure,unbalanced_20_80,balanced_50_50,outer_fold_021,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_021/balanced_50_50/metrics.json,0.9259868421052632,0.8928210313447927,0.9682017543859649,0.8837719298245614,0.9289847448711205,0.9873657038704217,1824,0.9466062784194946,806,106,29,883
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_021,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_021/unbalanced_20_80/metrics.json,0.8842105263157894,0.6389290882778582,0.9682017543859649,0.8632127192982456,0.7698343504795119,0.9867819906124962,4560,0.9466062784194946,3149,499,29,883
seizure,unbalanced_20_80,balanced_50_50,outer_fold_022,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_022/balanced_50_50/metrics.json,0.9231651376146789,0.9260969976905312,0.9197247706422018,0.926605504587156,0.9228998849252015,0.9630673449204614,1744,0.6314863562583923,808,64,70,802
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_022,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_022/unbalanced_20_80/metrics.json,0.923394495412844,0.7523452157598499,0.9197247706422018,0.9243119266055045,0.8276573787409701,0.9625258422060433,4360,0.6314863562583923,3224,264,70,802
seizure,unbalanced_20_80,balanced_50_50,outer_fold_023,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_023/balanced_50_50/metrics.json,0.9473684210526315,0.9314720812182741,0.9657894736842105,0.9289473684210526,0.9483204134366925,0.9800640581717452,1520,0.7985121607780457,706,54,26,734
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_023,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_023/unbalanced_20_80/metrics.json,0.9378947368421052,0.777542372881356,0.9657894736842105,0.930921052631579,0.8615023474178405,0.9795208621883658,3800,0.7985121607780457,2830,210,26,734
seizure,unbalanced_20_80,balanced_50_50,outer_fold_024,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_024/balanced_50_50/metrics.json,0.9112394957983193,0.9065420560747663,0.917016806722689,0.9054621848739496,0.9117493472584856,0.9689640562107196,1904,0.7767755389213562,862,90,79,873
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_024,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_024/unbalanced_20_80/metrics.json,0.9136554621848739,0.7244813278008299,0.917016806722689,0.9128151260504201,0.8094575799721836,0.9695693994509569,4760,0.7767755389213562,3476,332,79,873
seizure,unbalanced_20_80,balanced_50_50,outer_fold_025,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_025/balanced_50_50/metrics.json,0.9207974137931034,0.9324473975636767,0.9073275862068966,0.9342672413793104,0.9197160021845986,0.9768168010552912,1856,0.8283514380455017,867,61,86,842
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_025,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_025/unbalanced_20_80/metrics.json,0.9299568965517241,0.7789084181313598,0.9073275862068966,0.935614224137931,0.8382279741164758,0.9762640736474435,4640,0.8283514380455017,3473,239,86,842
seizure,unbalanced_20_80,balanced_50_50,outer_fold_026,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_026/balanced_50_50/metrics.json,0.7259615384615384,0.9272727272727272,0.49038461538461536,0.9615384615384616,0.6415094339622641,0.922244822485207,208,0.632606565952301,100,4,53,51
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_026,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_026/unbalanced_20_80/metrics.json,0.8865384615384615,0.8947368421052632,0.49038461538461536,0.9855769230769231,0.6335403726708074,0.9332470414201183,520,0.632606565952301,410,6,53,51
seizure,unbalanced_20_80,balanced_50_50,outer_fold_027,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_027/balanced_50_50/metrics.json,0.6741071428571429,1.0,0.3482142857142857,1.0,0.5165562913907285,0.9708227040816327,224,0.9497299790382385,112,0,73,39
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_027,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_027/unbalanced_20_80/metrics.json,0.8678571428571429,0.975,0.3482142857142857,0.9977678571428571,0.5131578947368421,0.972038424744898,560,0.9497299790382385,447,1,73,39
seizure,unbalanced_20_80,balanced_50_50,outer_fold_028,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_028/balanced_50_50/metrics.json,0.5714285714285714,0.8636363636363636,0.16964285714285715,0.9732142857142857,0.2835820895522388,0.8964445153061225,224,0.8423570990562439,109,3,93,19
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_028,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_028/unbalanced_20_80/metrics.json,0.8178571428571428,0.6785714285714286,0.16964285714285715,0.9799107142857143,0.2714285714285714,0.9081831951530612,560,0.8423570990562439,439,9,93,19
seizure,unbalanced_20_80,balanced_50_50,outer_fold_029,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_029/balanced_50_50/metrics.json,0.5131578947368421,0.7,0.046052631578947366,0.9802631578947368,0.08641975308641975,0.8114179362880887,304,0.7327075600624084,149,3,145,7
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_029,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_029/unbalanced_20_80/metrics.json,0.8013157894736842,0.5384615384615384,0.046052631578947366,0.9901315789473685,0.08484848484848485,0.8112015235457064,760,0.7327075600624084,602,6,145,7
seizure,unbalanced_20_80,balanced_50_50,outer_fold_030,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_030/balanced_50_50/metrics.json,0.6677631578947368,0.9811320754716981,0.34210526315789475,0.993421052631579,0.5073170731707317,0.9558950831024932,304,0.7817914485931396,151,1,100,52
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_030,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_030/unbalanced_20_80/metrics.json,0.8552631578947368,0.8387096774193549,0.34210526315789475,0.9835526315789473,0.485981308411215,0.9435703774238227,760,0.7817914485931396,598,10,100,52
seizure,unbalanced_20_80,balanced_50_50,outer_fold_031,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_031/balanced_50_50/metrics.json,0.7458333333333333,0.9836065573770492,0.5,0.9916666666666667,0.6629834254143646,0.9477083333333333,240,0.8350470662117004,119,1,60,60
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_031,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_031/unbalanced_20_80/metrics.json,0.8833333333333333,0.8571428571428571,0.5,0.9791666666666666,0.631578947368421,0.9398784722222222,600,0.8350470662117004,470,10,60,60
seizure,unbalanced_20_80,balanced_50_50,outer_fold_032,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_032/balanced_50_50/metrics.json,0.5340909090909091,0.6875,0.125,0.9431818181818182,0.21153846153846154,0.8742252066115703,176,0.8078533411026001,83,5,77,11
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_032,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_032/unbalanced_20_80/metrics.json,0.8045454545454546,0.55,0.125,0.9744318181818182,0.20370370370370372,0.8458483987603306,440,0.8078533411026001,343,9,77,11
seizure,unbalanced_20_80,balanced_50_50,outer_fold_033,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_033/balanced_50_50/metrics.json,0.765625,0.9180327868852459,0.5833333333333334,0.9479166666666666,0.713375796178344,0.9317491319444444,192,0.5092056393623352,91,5,40,56
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_033,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_033/unbalanced_20_80/metrics.json,0.8958333333333334,0.8484848484848485,0.5833333333333334,0.9739583333333334,0.691358024691358,0.9541558159722221,480,0.5092056393623352,374,10,40,56
seizure,unbalanced_20_80,balanced_50_50,outer_fold_034,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_034/balanced_50_50/metrics.json,0.7670454545454546,0.9607843137254902,0.5568181818181818,0.9772727272727273,0.7050359712230215,0.9824380165289256,176,0.8728716969490051,86,2,39,49
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_034,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_034/unbalanced_20_80/metrics.json,0.9045454545454545,0.9423076923076923,0.5568181818181818,0.9914772727272727,0.7,0.9770467458677685,440,0.8728716969490051,349,3,39,49
seizure,unbalanced_20_80,balanced_50_50,outer_fold_035,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_035/balanced_50_50/metrics.json,0.725,0.9655172413793104,0.4666666666666667,0.9833333333333333,0.6292134831460675,0.9619444444444444,240,0.7899328470230103,118,2,64,56
seizure,unbalanced_20_80,unbalanced_20_80,outer_fold_035,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_035/unbalanced_20_80/metrics.json,0.8766666666666667,0.8484848484848485,0.4666666666666667,0.9791666666666666,0.6021505376344086,0.9561805555555556,600,0.7899328470230103,470,10,64,56
seizure,unbalanced_20_80,balanced_50_50,outer_fold_036,/export/hhome/ricse03/Deep_Learning_Group 3/homework_wenqi/fold6_evaluation/seizure/unbalanced_20_80/outer_fold_036/balanced_50_50/metrics.json,0.9625,0.9968404423380727,0.9279411764705883,0.9970588235294118,0.9611576542269611,0.9964057093425605,1360,0.8019686937332153,678,2,49,631
